Started at 2014-07-31 18:03:04

Ignored: Family Guy, stored: 6s, 123c. Got 6s, 123c.
Ignored: Family Ties, stored: 1s, 1c. Got 1s, 1c.
Ignored: Family Tools, stored: 1s, 10c. Got 1s, 10c.
Ignored: Family Tree, stored: 1s, 8c. Got 1s, 8c.
Ignored: Fargo, stored: 1s, 10c. Got 1s, 10c.
Ignored: Farscape, stored: 1s, 3c. Got 1s, 3c.
Ignored: Fat Tony , stored: 1s, 1c. Got 1s, 1c.
Ignored: Father , stored: 1s, 4c. Got 1s, 4c.
Ignored: Father Brown, stored: 2s, 14c. Got 2s, 14c.
Ignored: Father Figure, stored: 1s, 6c. Got 1s, 6c.
Ignored: Father Ted, stored: 1s, 1c. Got 1s, 1c.
Ignored: Fear Itself, stored: 1s, 5c. Got 1s, 5c.
Ignored: Felicity, stored: 1s, 1c. Got 1s, 1c.
Ignored: Femme Fatales, stored: 2s, 25c. Got 2s, 25c.
Ignored: Fight or Flight, stored: 1s, 1c. Got 1s, 1c.
Ignored: Filhos do Carnaval, stored: 1s, 6c. Got 1s, 6c.
Ignored: Filthy, Rich , stored: 1s, 2c. Got 1s, 2c.
Ignored: Finding Carter, stored: 1s, 4c. Got 1s, 4c.
Ignored: Finding Life Beyond Earth, stored: 1s, 2c. Got 1s, 2c.
Ignored: Firefly, stored: 2s, 15c. Got 2s, 15c.
Ignored: Five Daughters, stored: 1s, 3c. Got 1s, 3c.
Ignored: Five Days, stored: 2s, 10c. Got 2s, 10c.
Ignored: Flash Forward, stored: 1s, 23c. Got 1s, 23c.
Ignored: Flashpoint, stored: 5s, 72c. Got 5s, 72c.
Ignored: Fleming: The Man Who Would Be Bond, stored: 1s, 4c. Got 1s, 4c.
Ignored: Flight of the Conchords, stored: 2s, 22c. Got 2s, 22c.
Ignored: Fly Girls, stored: 1s, 6c. Got 1s, 6c.
Ignored: FM, stored: 1s, 6c. Got 1s, 6c.
Ignored: Forbidden Science, stored: 1s, 3c. Got 1s, 3c.
Ignored: Forbrydelsen, stored: 3s, 40c. Got 3s, 40c.
Ignored: Foyle's War, stored: 2s, 3c. Got 2s, 3c.
Ignored: Frankie, stored: 1s, 6c. Got 1s, 6c.
Ignored: Franklin , stored: 3s, 29c. Got 3s, 29c.
Ignored: Frasier, stored: 8s, 137c. Got 8s, 137c.
Ignored: Freaks , stored: 1s, 2c. Got 1s, 2c.
Ignored: Free Agents, stored: 1s, 6c. Got 1s, 6c.
Ignored: Free Agents (US), stored: 1s, 4c. Got 1s, 4c.
Ignored: Free to choose, stored: 1s, 2c. Got 1s, 2c.
Ignored: Fresh Meat, stored: 3s, 22c. Got 3s, 22c.
Ignored: Friday Night Dinner, stored: 1s, 4c. Got 1s, 4c.
Ignored: Friday Night Lights, stored: 5s, 76c. Got 5s, 76c.
Ignored: Friday the 13th, stored: 1s, 4c. Got 1s, 4c.
Ignored: Friends, stored: 4s, 12c. Got 4s, 12c.
Ignored: Friends With Benefits, stored: 1s, 12c. Got 1s, 12c.
Ignored: Friends With Better Lives, stored: 1s, 8c. Got 1s, 8c.
Ignored: Fringe, stored: 5s, 100c. Got 5s, 100c.
Ignored: From Dusk Till Dawn, stored: 1s, 10c. Got 1s, 10c.
Ignored: From there to here, stored: 1s, 3c. Got 1s, 3c.
Ignored: Fry's Planet Word, stored: 1s, 1c. Got 1s, 1c.
Ignored: Funny Or Die Presents..., stored: 1s, 1c. Got 1s, 1c.
Ignored: Futurama, stored: 3s, 54c. Got 3s, 54c.
Ignored: Galapagos with David Attenborough, stored: 1s, 1c. Got 1s, 1c.
Ignored: Game of Thrones, stored: 4s, 46c. Got 4s, 46c.
Ignored: Gang Related, stored: 1s, 10c. Got 1s, 10c.
Ignored: Gangsta Granny, stored: 1s, 1c. Got 1s, 1c.
Ignored: Garrows Law: Tales from the Old Bailey, stored: 3s, 12c. Got 3s, 12c.
Ignored: Gary Barlow: On Her Majestys Service, stored: 1s, 1c. Got 1s, 1c.
Ignored: Gary Unmarried, stored: 2s, 37c. Got 2s, 37c.
Ignored: Gates, stored: 1s, 4c. Got 1s, 4c.
Ignored: Gavin , stored: 1s, 4c. Got 1s, 4c.
Ignored: GCB, stored: 1s, 10c. Got 1s, 10c.
Ignored: Generation Kill, stored: 1s, 7c. Got 1s, 7c.
Ignored: Generator Rex, stored: 2s, 3c. Got 2s, 3c.
Ignored: Genius of Britain, stored: 1s, 5c. Got 1s, 5c.
Ignored: George Harrison: Living In The Material World, stored: 1s, 2c. Got 1s, 2c.
Ignored: Getting On (US), stored: 1s, 6c. Got 1s, 6c.
Ignored: Ghost In The Shell: Stand alone Complex, stored: 1s, 11c. Got 1s, 11c.
Ignored: Ghost Whisperer, stored: 4s, 68c. Got 4s, 68c.
Ignored: Ghostfacers, stored: 1s, 1c. Got 1s, 1c.
Ignored: Girl Meets World, stored: 1s, 4c. Got 1s, 4c.
Ignored: Girls, stored: 3s, 32c. Got 3s, 32c.
Ignored: Glasgow Girls, stored: 1s, 1c. Got 1s, 1c.
Ignored: Glee, stored: 5s, 108c. Got 5s, 108c.
Ignored: Glory Daze, stored: 1s, 10c. Got 1s, 10c.
Ignored: Go On!, stored: 1s, 22c. Got 1s, 22c.
Ignored: God bless Iceland, stored: 1s, 1c. Got 1s, 1c.
Ignored: Going Postal, stored: 1s, 2c. Got 1s, 2c.
Ignored: Golden Boy, stored: 1s, 13c. Got 1s, 13c.
Ignored: Gomorra, stored: 1s, 12c. Got 1s, 12c.
Ignored: Good Cop, stored: 1s, 4c. Got 1s, 4c.
Ignored: Good luck, stored: 1s, 1c. Got 1s, 1c.
Ignored: Good luck Charlie, stored: 3s, 9c. Got 3s, 9c.
Ignored: Good Vibes, stored: 1s, 12c. Got 1s, 12c.
Ignored: Gossip Girl, stored: 6s, 120c. Got 6s, 120c.
Ignored: Graceland, stored: 2s, 19c. Got 2s, 19c.
Ignored: Graven, stored: 1s, 8c. Got 1s, 8c.
Ignored: Gravity, stored: 1s, 10c. Got 1s, 10c.
Ignored: Gravity Falls, stored: 1s, 14c. Got 1s, 14c.
Ignored: Great Expectations, stored: 1s, 3c. Got 1s, 3c.
Ignored: Great Night Out, stored: 1s, 1c. Got 1s, 1c.
Ignored: Greek, stored: 3s, 49c. Got 3s, 49c.
Ignored: Greek Uncovered, stored: 1s, 2c. Got 1s, 2c.
Ignored: Green Lantern The Animated Series, stored: 1s, 25c. Got 1s, 25c.
Ignored: Green Wing, stored: 1s, 1c. Got 1s, 1c.
Ignored: Greys Anatomy, stored: 10s, 156c. Got 10s, 156c.
Ignored: Grimm, stored: 3s, 66c. Got 3s, 66c.
Ignored: Ground Floor, stored: 1s, 10c. Got 1s, 10c.
Ignored: Grounded for Life, stored: 1s, 4c. Got 1s, 4c.
Ignored: Growing Up Fisher, stored: 1s, 13c. Got 1s, 13c.
Ignored: Gunpowder, Treason , stored: 1s, 2c. Got 1s, 2c.
Ignored: Guys With Kids, stored: 1s, 17c. Got 1s, 17c.
Ignored: H2O Just add water, stored: 2s, 29c. Got 2s, 29c.
Ignored: H8R, stored: 1s, 3c. Got 1s, 3c.
Ignored: Hacks, stored: 1s, 1c. Got 1s, 1c.
Ignored: Halo 4: Forward Unto Dawn, stored: 1s, 1c. Got 1s, 1c.
Ignored: Halo Legends, stored: 1s, 8c. Got 1s, 8c.
Ignored: Halt and Catch Fire, stored: 1s, 9c. Got 1s, 9c.
Ignored: Hamarinn (aka The Cliff), stored: 1s, 4c. Got 1s, 4c.
Ignored: Hamlet, stored: 1s, 2c. Got 1s, 2c.
Ignored: Hank, stored: 1s, 5c. Got 1s, 5c.
Ignored: Hannah Montana, stored: 4s, 19c. Got 4s, 19c.
Ignored: Hannibal, stored: 2s, 26c. Got 2s, 26c.
Ignored: Happily Divorced, stored: 2s, 33c. Got 2s, 33c.
Ignored: Happy Endings, stored: 3s, 58c. Got 3s, 58c.
Ignored: Happy Town, stored: 1s, 8c. Got 1s, 8c.
Ignored: Happy Valley, stored: 1s, 6c. Got 1s, 6c.
Ignored: Harpers Island, stored: 1s, 13c. Got 1s, 13c.
Ignored: HarryÂ´s Law, stored: 2s, 34c. Got 2s, 34c.
Ignored: Hart of Dixie, stored: 3s, 66c. Got 3s, 66c.
Ignored: Hatfields , stored: 1s, 3c. Got 1s, 3c.
Ignored: Hatufim (Prisoners of War), stored: 1s, 1c. Got 1s, 1c.
Ignored: Haven, stored: 4s, 52c. Got 4s, 52c.
Ignored: Hawaii Five 0 (2010), stored: 4s, 93c. Got 4s, 93c.
Ignored: Hawthorne , stored: 3s, 29c. Got 3s, 29c.
Ignored: HBO Superheroes, stored: 1s, 1c. Got 1s, 1c.
Ignored: He Kills Coppers, stored: 1s, 3c. Got 1s, 3c.
Ignored: Heading Out, stored: 1s, 6c. Got 1s, 6c.
Ignored: Heartland (CA), stored: 4s, 14c. Got 4s, 14c.
Ignored: Hebburn, stored: 1s, 2c. Got 1s, 2c.
Ignored: Helix, stored: 1s, 12c. Got 1s, 12c.
Ignored: Hell On Wheels, stored: 3s, 28c. Got 3s, 28c.
Ignored: Hell's kitchen, stored: 3s, 5c. Got 3s, 5c.
Ignored: Hellcats, stored: 1s, 22c. Got 1s, 22c.
Ignored: Hello Ladies, stored: 1s, 8c. Got 1s, 8c.
Ignored: Hellsing Ultimate, stored: 1s, 2c. Got 1s, 2c.
Ignored: Hemlock Grove, stored: 2s, 23c. Got 2s, 23c.
Ignored: Heroes, stored: 3s, 47c. Got 3s, 47c.
Ignored: Heroes of Cosplay, stored: 1s, 2c. Got 1s, 2c.
Ignored: Heroes Unmasked, stored: 1s, 3c. Got 1s, 3c.
Ignored: Heroes Webisodes, stored: 2s, 3c. Got 2s, 3c.
Ignored: Hidden, stored: 1s, 4c. Got 1s, 4c.
Ignored: Hidden Worlds: Caves of the Dead, stored: 1s, 1c. Got 1s, 1c.
Ignored: High School USA!, stored: 1s, 10c. Got 1s, 10c.
Ignored: High Society , stored: 1s, 8c. Got 1s, 8c.
Ignored: Highlander, stored: 1s, 2c. Got 1s, 2c.
Ignored: Him , stored: 4s, 18c. Got 4s, 18c.
Ignored: Hinterland, stored: 1s, 1c. Got 1s, 1c.
Ignored: History of football, stored: 1s, 2c. Got 1s, 2c.
Ignored: Hit , stored: 1s, 6c. Got 1s, 6c.
Ignored: Homeland, stored: 3s, 36c. Got 3s, 36c.
Ignored: Homicide: Life on the Street, stored: 4s, 32c. Got 4s, 32c.
Ignored: Hope Springs, stored: 1s, 8c. Got 1s, 8c.
Ignored: HoÅ™Ã­cÃ­ keÅ™, stored: 1s, 3c. Got 1s, 3c.
Ignored: Horizon, stored: 1s, 1c. Got 1s, 1c.
Ignored: Hostages, stored: 1s, 15c. Got 1s, 15c.
Ignored: Hot in Cleveland, stored: 5s, 98c. Got 5s, 98c.
Ignored: House MD, stored: 7s, 142c. Got 7s, 142c.
Ignored: House of Anubis, stored: 2s, 27c. Got 2s, 27c.
Ignored: House of Cards, stored: 2s, 8c. Got 2s, 8c.
Ignored: House of Cards (2013), stored: 2s, 26c. Got 2s, 26c.
Ignored: House of Fools, stored: 1s, 1c. Got 1s, 1c.
Ignored: House of Lies , stored: 3s, 37c. Got 3s, 37c.
Ignored: House of Saddam, stored: 1s, 4c. Got 1s, 4c.
Ignored: How I Met Your Mother, stored: 9s, 177c. Got 9s, 177c.
Ignored: How Not To Live Your Life, stored: 3s, 20c. Got 3s, 20c.
Ignored: How The Universe Works, stored: 2s, 10c. Got 2s, 10c.
Ignored: How to Be a Gentleman, stored: 1s, 9c. Got 1s, 9c.
Ignored: How to kill a tv, stored: 1s, 1c. Got 1s, 1c.
Ignored: How to Live With Your Parents, stored: 1s, 13c. Got 1s, 13c.
Ignored: How to Make It in America, stored: 2s, 16c. Got 2s, 16c.
Ignored: How TV Ruined Your Life, stored: 1s, 4c. Got 1s, 4c.
Ignored: How Videogames Changed the World, stored: 1s, 1c. Got 1s, 1c.
Ignored: Huge, stored: 1s, 10c. Got 1s, 10c.
Ignored: Hulk and the Agents of S.M.A.S.H., stored: 1s, 6c. Got 1s, 6c.
Ignored: Human Planet, stored: 1s, 4c. Got 1s, 4c.
Ignored: Human Target, stored: 2s, 25c. Got 2s, 25c.
Ignored: Hunderby, stored: 1s, 7c. Got 1s, 7c.
Ignored: Hung, stored: 3s, 30c. Got 3s, 30c.
Ignored: Hunted, stored: 1s, 8c. Got 1s, 8c.
Ignored: Hunter (UK), stored: 1s, 2c. Got 1s, 2c.
Ignored: Hustle, stored: 4s, 24c. Got 4s, 24c.
Ignored: Hyperdrive, stored: 2s, 9c. Got 2s, 9c.
Ignored: I Hate Luv Stories, stored: 1s, 1c. Got 1s, 1c.
Ignored: I Hate My Teenage Daughter, stored: 1s, 7c. Got 1s, 7c.
Ignored: I Just Want My Pants Back , stored: 1s, 11c. Got 1s, 11c.
Ignored: I'm Alan Partridge, stored: 1s, 5c. Got 1s, 5c.
Ignored: Identity, stored: 1s, 6c. Got 1s, 6c.
Ignored: iGenius: How Steve Jobs Changed the World, stored: 1s, 1c. Got 1s, 1c.
Ignored: Il Capo dei Capi, stored: 1s, 1c. Got 1s, 1c.
Ignored: Il Commissario Montalbano 2011, stored: 2s, 5c. Got 2s, 5c.
Ignored: Il giovane Montalbano, stored: 1s, 1c. Got 1s, 1c.
Ignored: Impact, stored: 1s, 2c. Got 1s, 2c.
Ignored: Important Things with Demetri Martin, stored: 1s, 1c. Got 1s, 1c.
Ignored: In Justice, stored: 1s, 12c. Got 1s, 12c.
Ignored: In Plain Sight, stored: 4s, 49c. Got 4s, 49c.
Ignored: In the flesh, stored: 2s, 9c. Got 2s, 9c.
Ignored: In Treatment, stored: 3s, 106c. Got 3s, 106c.
Ignored: In With The Flynns, stored: 1s, 2c. Got 1s, 2c.
Ignored: Injustice, stored: 1s, 5c. Got 1s, 5c.
Ignored: InSecurity, stored: 2s, 19c. Got 2s, 19c.
Ignored: Inside Men, stored: 1s, 4c. Got 1s, 4c.
Ignored: Inside No. 9, stored: 1s, 6c. Got 1s, 6c.
Ignored: Inspector Lewis, stored: 2s, 6c. Got 2s, 6c.
Ignored: Instant Star, stored: 1s, 1c. Got 1s, 1c.
Ignored: Intelligence (US), stored: 1s, 13c. Got 1s, 13c.
Ignored: INXS Never Tear us Apart, stored: 1s, 1c. Got 1s, 1c.
Ignored: Iron Man Armored Adventures, stored: 2s, 2c. Got 2s, 2c.
Ignored: Ironside (2013), stored: 1s, 4c. Got 1s, 4c.
Ignored: IRT Deadliest Roads (Himalaya), stored: 1s, 1c. Got 1s, 1c.
Ignored: It's Kevin, stored: 1s, 6c. Got 1s, 6c.
Ignored: Its Always Sunny in Philadelphia, stored: 9s, 80c. Got 9s, 80c.
Ignored: Ja'mie: Private School Girl, stored: 1s, 6c. Got 1s, 6c.
Ignored: Jack , stored: 1s, 2c. Got 1s, 2c.
Ignored: JAG, stored: 1s, 2c. Got 1s, 2c.
Ignored: Jamaica Inn, stored: 1s, 3c. Got 1s, 3c.
Ignored: James Gandolfini: Tribute to a Friend, stored: 1s, 1c. Got 1s, 1c.
Ignored: Jane By Design , stored: 1s, 18c. Got 1s, 18c.
Ignored: Janet King, stored: 1s, 8c. Got 1s, 8c.
Ignored: Jeff Dunham Controlled Chaos, stored: 1s, 1c. Got 1s, 1c.
Ignored: Jeff Dunham show, stored: 1s, 5c. Got 1s, 5c.
Ignored: Jekyll, stored: 1s, 6c. Got 1s, 6c.
Ignored: Jennifer Falls, stored: 1s, 7c. Got 1s, 7c.
Ignored: Jersey Shore, stored: 3s, 18c. Got 3s, 18c.
Ignored: Jessie, stored: 1s, 3c. Got 1s, 3c.
Ignored: Jim Henson's Creature Shop Challenge, stored: 1s, 1c. Got 1s, 1c.
Ignored: Jim Henson's The Storyteller, stored: 1s, 1c. Got 1s, 1c.
Ignored: Jo, stored: 1s, 4c. Got 1s, 4c.
Ignored: Joan Of Arcadia, stored: 1s, 7c. Got 1s, 7c.
Ignored: John Adams, stored: 1s, 7c. Got 1s, 7c.
Ignored: John Doe, stored: 1s, 10c. Got 1s, 10c.
Ignored: Jonas L.A., stored: 1s, 13c. Got 1s, 13c.
Ignored: JourneyQuest, stored: 1s, 2c. Got 1s, 2c.
Ignored: Jpod, stored: 1s, 2c. Got 1s, 2c.
Ignored: Just shoot me, stored: 1s, 6c. Got 1s, 6c.
Ignored: Justice, stored: 1s, 12c. Got 1s, 12c.
Ignored: Justified, stored: 5s, 65c. Got 5s, 65c.
Ignored: Kath And Kim (US), stored: 1s, 13c. Got 1s, 13c.
Ignored: Keen Eddie, stored: 1s, 2c. Got 1s, 2c.
Ignored: Kidnap and ransom, stored: 1s, 3c. Got 1s, 3c.
Ignored: Killer Women, stored: 1s, 7c. Got 1s, 7c.
Ignored: King, stored: 2s, 21c. Got 2s, 21c.
Ignored: King , stored: 1s, 10c. Got 1s, 10c.
Ignored: King of the Hill, stored: 1s, 1c. Got 1s, 1c.
Ignored: King of The Nerds, stored: 2s, 15c. Got 2s, 15c.
Ignored: Kings, stored: 1s, 12c. Got 1s, 12c.
Ignored: Kirstie, stored: 1s, 12c. Got 1s, 12c.
Ignored: Kitchen Nightmares, stored: 2s, 2c. Got 2s, 2c.
Ignored: Klondike (2014), stored: 1s, 3c. Got 1s, 3c.
Ignored: Knight Rider, stored: 1s, 17c. Got 1s, 17c.
Ignored: Known Universe, stored: 1s, 5c. Got 1s, 5c.
Ignored: Krod Mandoon and the Flaming Sword of Fire, stored: 1s, 6c. Got 1s, 6c.
Ignored: Kung Fu Panda: Legends Of Awesomeness, stored: 2s, 10c. Got 2s, 10c.
Ignored: Kyle XY, stored: 2s, 11c. Got 2s, 11c.
Ignored: La La Land, stored: 1s, 6c. Got 1s, 6c.
Ignored: La piovra, stored: 1s, 1c. Got 1s, 1c.
Ignored: Labyrinth (2012), stored: 1s, 2c. Got 1s, 2c.
Ignored: Land Girls, stored: 3s, 12c. Got 3s, 12c.
Ignored: Lark Rise to Candleford, stored: 1s, 1c. Got 1s, 1c.
Ignored: Last Man Standing, stored: 3s, 64c. Got 3s, 64c.
Ignored: Last Resort, stored: 1s, 13c. Got 1s, 13c.
Ignored: Last tango in Halifax, stored: 1s, 6c. Got 1s, 6c.
Ignored: Law , stored: 8s, 97c. Got 8s, 97c.
Ignored: Law and Order Trial by Jury, stored: 1s, 1c. Got 1s, 1c.
Ignored: Law and Order UK, stored: 5s, 24c. Got 5s, 24c.
Ignored: Law and Order: Criminal Intent, stored: 6s, 71c. Got 6s, 71c.
Ignored: Law And Order: Los Angeles, stored: 1s, 22c. Got 1s, 22c.
Ignored: Law and Order: SVU, stored: 6s, 134c. Got 6s, 134c.
Ignored: Leaving, stored: 1s, 3c. Got 1s, 3c.
Ignored: Legacy, stored: 1s, 1c. Got 1s, 1c.
Ignored: Legend of the Seeker, stored: 2s, 44c. Got 2s, 44c.
Ignored: Legion of superheroes, stored: 2s, 9c. Got 2s, 9c.
Ignored: Legit, stored: 2s, 26c. Got 2s, 26c.
Ignored: LEGO Legends of Chima, stored: 1s, 4c. Got 1s, 4c.
Ignored: Les Aventures de Tintin et Milou, stored: 1s, 5c. Got 1s, 5c.
Ignored: Les Revenants, stored: 1s, 8c. Got 1s, 8c.
Ignored: Leverage, stored: 5s, 76c. Got 5s, 76c.
Ignored: Lexx, stored: 1s, 4c. Got 1s, 4c.
Ignored: Lie to Me, stored: 3s, 49c. Got 3s, 49c.
Ignored: Life, stored: 2s, 32c. Got 2s, 32c.
Ignored: Life 2009, stored: 1s, 10c. Got 1s, 10c.
Ignored: Life of Crime, stored: 1s, 3c. Got 1s, 3c.
Ignored: Life on Mars, stored: 2s, 16c. Got 2s, 16c.
Ignored: Life on Mars (USA), stored: 1s, 17c. Got 1s, 17c.
Ignored: Life Unexpected, stored: 2s, 26c. Got 2s, 26c.
Ignored: Life's Too Short, stored: 1s, 8c. Got 1s, 8c.
Ignored: Lightfields, stored: 1s, 5c. Got 1s, 5c.
Ignored: Lights Out, stored: 1s, 13c. Got 1s, 13c.
Ignored: Lilyhammer, stored: 2s, 16c. Got 2s, 16c.
Ignored: Lincoln Heights, stored: 1s, 1c. Got 1s, 1c.
Ignored: Line of Duty, stored: 2s, 11c. Got 2s, 11c.
Ignored: Lip Service, stored: 2s, 12c. Got 2s, 12c.
Ignored: Lipstick Jungle, stored: 2s, 13c. Got 2s, 13c.
Ignored: Little Britain USA, stored: 1s, 6c. Got 1s, 6c.
Ignored: Little Mosque on the Prairie, stored: 2s, 12c. Got 2s, 12c.
Ignored: London Irish, stored: 1s, 6c. Got 1s, 6c.
Ignored: Lone Star, stored: 1s, 2c. Got 1s, 2c.
Ignored: Longmire, stored: 3s, 32c. Got 3s, 32c.
Ignored: Looking, stored: 1s, 8c. Got 1s, 8c.
Ignored: Lost, stored: 4s, 65c. Got 4s, 65c.
Ignored: Lost Girl, stored: 4s, 64c. Got 4s, 64c.
Ignored: Lost in Austen, stored: 1s, 2c. Got 1s, 2c.
Ignored: Louie, stored: 4s, 53c. Got 4s, 53c.
Ignored: Louie CK (Oh, my God), stored: 1s, 1c. Got 1s, 1c.
Ignored: Love and Marriage, stored: 1s, 6c. Got 1s, 6c.
Ignored: Love Bites, stored: 1s, 8c. Got 1s, 8c.
Ignored: Love Child, stored: 1s, 8c. Got 1s, 8c.
Ignored: Love Life, stored: 1s, 2c. Got 1s, 2c.
Ignored: Love/Hate, stored: 1s, 1c. Got 1s, 1c.
Ignored: Low Winter Sun, stored: 1s, 9c. Got 1s, 9c.
Ignored: Lucan, stored: 1s, 2c. Got 1s, 2c.
Ignored: Luck, stored: 1s, 9c. Got 1s, 9c.
Ignored: Lucky 7, stored: 1s, 2c. Got 1s, 2c.
Ignored: Lucky Louie, stored: 1s, 13c. Got 1s, 13c.
Ignored: Lunch Monkeys, stored: 2s, 7c. Got 2s, 7c.
Ignored: Luther, stored: 3s, 14c. Got 3s, 14c.
Ignored: MAD , stored: 2s, 18c. Got 2s, 18c.
Ignored: Mad About You, stored: 2s, 24c. Got 2s, 24c.
Ignored: Mad Dogs, stored: 4s, 13c. Got 4s, 13c.
Ignored: Mad Love, stored: 1s, 13c. Got 1s, 13c.
Ignored: Mad Men, stored: 7s, 83c. Got 7s, 83c.
Ignored: Made in Jersey, stored: 1s, 8c. Got 1s, 8c.
Ignored: Magic City, stored: 2s, 16c. Got 2s, 16c.
Ignored: Major Crimes, stored: 3s, 37c. Got 3s, 37c.
Ignored: Make it or Break it, stored: 3s, 47c. Got 3s, 47c.
Ignored: Malcolm in the middle, stored: 1s, 16c. Got 1s, 16c.
Ignored: Malibu Country, stored: 1s, 5c. Got 1s, 5c.
Ignored: Malviviendo, stored: 1s, 4c. Got 1s, 4c.
Ignored: Mammon, stored: 1s, 1c. Got 1s, 1c.
Ignored: Man Down, stored: 1s, 6c. Got 1s, 6c.
Ignored: Man Up, stored: 1s, 10c. Got 1s, 10c.
Ignored: Manhattan (2014), stored: 1s, 1c. Got 1s, 1c.
Ignored: Marchlands, stored: 1s, 5c. Got 1s, 5c.
Ignored: Maron, stored: 1s, 1c. Got 1s, 1c.
Ignored: Married, stored: 1s, 2c. Got 1s, 2c.
Ignored: Martina Cole's The Runaway, stored: 1s, 5c. Got 1s, 5c.
Ignored: Marvel Studios: Assembling a Universe, stored: 1s, 1c. Got 1s, 1c.
Ignored: Marvel's Agents of S.H.I.E.L.D., stored: 1s, 22c. Got 1s, 22c.
Ignored: Mary and Martha, stored: 1s, 1c. Got 1s, 1c.
Ignored: MASH, stored: 2s, 4c. Got 2s, 4c.
Ignored: Master Chef, stored: 3s, 15c. Got 3s, 15c.
Ignored: Masters of Money, stored: 1s, 1c. Got 1s, 1c.
Ignored: Masters of Sex, stored: 2s, 15c. Got 2s, 15c.
Ignored: Matador (US), stored: 1s, 2c. Got 1s, 2c.
Ignored: Material Girl, stored: 1s, 6c. Got 1s, 6c.
Ignored: Mayday, stored: 1s, 5c. Got 1s, 5c.
Ignored: Me and Mrs Jones, stored: 1s, 6c. Got 1s, 6c.
Ignored: Medium, stored: 3s, 53c. Got 3s, 53c.
Ignored: Melissa , stored: 3s, 82c. Got 3s, 82c.
Ignored: Melrose Place (2009), stored: 1s, 18c. Got 1s, 18c.
Ignored: Memphis Beat, stored: 2s, 20c. Got 2s, 20c.
Ignored: Men at Work, stored: 3s, 30c. Got 3s, 30c.
Ignored: Men in Trees, stored: 1s, 13c. Got 1s, 13c.
Ignored: Men of a Certain Age, stored: 2s, 22c. Got 2s, 22c.
Ignored: Mental, stored: 1s, 12c. Got 1s, 12c.
Ignored: Mercy, stored: 1s, 22c. Got 1s, 22c.
Ignored: Merlin, stored: 5s, 66c. Got 5s, 66c.
Ignored: Messiah, stored: 3s, 7c. Got 3s, 7c.
Ignored: Metalocalypse, stored: 3s, 23c. Got 3s, 23c.
Ignored: Miami Medical, stored: 1s, 13c. Got 1s, 13c.
Ignored: Midas, stored: 1s, 4c. Got 1s, 4c.
Ignored: Midsomer Murders, stored: 2s, 4c. Got 2s, 4c.
Ignored: Mighty Med, stored: 1s, 2c. Got 1s, 2c.
Ignored: Mike , stored: 4s, 92c. Got 4s, 92c.
Ignored: Mildred Pierce, stored: 1s, 5c. Got 1s, 5c.
Ignored: Mind Games, stored: 1s, 6c. Got 1s, 6c.
Ignored: Miranda, stored: 3s, 18c. Got 3s, 18c.
Ignored: Misfits, stored: 5s, 39c. Got 5s, 39c.
Ignored: Miss Fisher's Murder Mysteries, stored: 2s, 18c. Got 2s, 18c.
Ignored: Missing 2012, stored: 1s, 10c. Got 1s, 10c.
Ignored: Mister Eleven, stored: 1s, 2c. Got 1s, 2c.
Ignored: Mistresses, stored: 3s, 16c. Got 3s, 16c.
Ignored: Mistresses (US), stored: 2s, 21c. Got 2s, 21c.
Ignored: Mixology, stored: 1s, 13c. Got 1s, 13c.
Ignored: Mob City, stored: 1s, 3c. Got 1s, 3c.
Ignored: Mock The Week, stored: 1s, 2c. Got 1s, 2c.
Ignored: Mockingbird Lane, stored: 1s, 1c. Got 1s, 1c.
Ignored: Modern Family, stored: 5s, 120c. Got 5s, 120c.
Ignored: Mom, stored: 1s, 22c. Got 1s, 22c.
Ignored: Monday Mornings, stored: 1s, 10c. Got 1s, 10c.
Ignored: Mongrels, stored: 2s, 14c. Got 2s, 14c.
Ignored: Monk, stored: 5s, 53c. Got 5s, 53c.
Ignored: Monroe, stored: 2s, 12c. Got 2s, 12c.
Ignored: Monsters vs. Aliens, stored: 1s, 9c. Got 1s, 9c.
Ignored: Monty Python Almost the Truth Lawyers, stored: 1s, 6c. Got 1s, 6c.
Ignored: Moone Boy, stored: 2s, 12c. Got 2s, 12c.
Ignored: Moonfleet, stored: 1s, 2c. Got 1s, 2c.
Ignored: Moonlight, stored: 1s, 16c. Got 1s, 16c.
Ignored: Morden, stored: 1s, 6c. Got 1s, 6c.
Ignored: Morden I Sandhamn, stored: 1s, 3c. Got 1s, 3c.
Ignored: Mortal Kombat: Legacy , stored: 1s, 9c. Got 1s, 9c.
Ignored: Moses Jones, stored: 1s, 3c. Got 1s, 3c.
Ignored: Motive (2013), stored: 2s, 26c. Got 2s, 26c.
Ignored: Mount Pleasant, stored: 1s, 1c. Got 1s, 1c.
Ignored: Mozart in the Jungle, stored: 1s, 1c. Got 1s, 1c.
Ignored: Mr Sunshine, stored: 1s, 9c. Got 1s, 9c.
Ignored: Mr. Selfridge, stored: 2s, 20c. Got 2s, 20c.
Ignored: Mr. Sloane, stored: 1s, 6c. Got 1s, 6c.
Ignored: Mrs Biggs, stored: 1s, 5c. Got 1s, 5c.
Ignored: Mrs Brown's Boys, stored: 1s, 1c. Got 1s, 1c.
Ignored: MTV The City, stored: 1s, 1c. Got 1s, 1c.
